n_electric,n_mechanical,timestamp
3,0,1631620964
0,0,1631682164
3,4,1632102764
0,7,1631801564
1,1,1630311164
2,7,1631482964
5,3,1631401364
8,11,1631264564
1,12,1632814964
6,4,1631650364
0,0,1632488564
0,14,1631775764
3,7,1630509764
1,16,1632290564
2,0,1632728564
3,4,1632105164
7,3,1632412364
2,3,1630356764
1,12,1632575027
5,14,1630525364
0,1,1632147164
14,7,1631943164
4,5,1630372364
1,10,1632825764
10,8,1631313764
0,2,1631181764
5,3,1632468164
3,6,1632060764
1,0,1630414364
5,16,1632280964
1,5,1631865764
0,1,1630212764
1,17,1632289964
4,0,1630396964
0,5,1631873564
6,12,1630605164
5,8,1631309564
2,9,1631486564
5,8,1631722964
2,0,1630773764
9,12,1632198164
5,15,1631586164
0,0,1630163564
2,3,1630354364
0,9,1631008964
1,0,1630167764
0,0,1632487364
1,10,1632580964
2,9,1631500964
2,2,1632651164
2,3,1632507164
5,13,1631841164
6,11,1630609364
0,2,1631883164
14,8,1631938364
6,13,1631851964
6,13,1630980764
1,0,1630330364
5,1,1630756364
0,3,1632231764
0,4,1630185764
7,12,1631347964
2,10,1631605964
6,6,1631631764
4,12,1630519364
0,0,1630317164
4,4,1630385564
6,8,1631310163
0,1,1630219963
1,0,1630225364
0,3,1632220964
11,4,1631905964
1,6,1632513164
4,9,1631962964
8,8,1632463964
7,7,1630880564
5,3,1631376764
1,0,1630299164
5,8,1632524564
1,18,1632045164
5,16,1630550564
7,14,1632768164
2,7,1631023364
1,3,1632149564
2,9,1631979764
4,2,1631692364
3,3,1632664964
8,9,1631316764
1,2,1630419164
7,7,1630882964
6,12,1631854364
1,15,1632010964
4,5,1630251764
6,8,1631067164
0,4,1632220364
2,8,1631484764
7,5,1631632364
7,5,1630848764
5,16,1630542764
6,15,1632766364
0,1,1630318364
9,12,1631766764
5,15,1631580764
6,12,1630618964
9,9,1632378164
1,2,1632147764
0,0,1630305764
1,13,1632563564
2,14,1632046364
3,10,1631820764
1,4,1632082364
0,2,1632074564
7,2,1632417764
3,2,1632411164
2,3,1632382364
10,11,1632449564
1,2,1630280564
7,13,1630626764
1,12,1632817364
3,7,1630797164
4,1,1630392764
5,16,1632268964
8,5,1631407964
1,3,1631197964
9,3,1631431364
10,9,1631226764
5,8,1632700364
4,1,1632625364
3,5,1630747364
8,5,1630870364
0,3,1632600164
1,6,1630664564
0,1,1630214564
7,12,1630617764
1,4,1632331964
7,7,1630879364
1,4,1630785164
7,11,1631561564
5,10,1630471964
4,5,1631627564
3,3,1631713364
0,1,1631887964
3,5,1632254564
1,2,1631133164
1,6,1632511364
4,10,1630458164
5,14,1631594623
6,13,1631341964
3,1,1630401164
4,4,1630748564
4,5,1631165564
4,8,1630139564
6,12,1631853764
0,2,1630201964
1,7,1632293564
6,15,1631565164
5,16,1632798764
4,3,1631367164
3,18,1632029564
3,3,1631121764
5,16,1632283964
0,2,1630944764
2,9,1631003564
4,11,1630653764
5,8,1632707564
0,1,1631119364
4,1,1632678764
6,4,1631443964
1,2,1631184764
0,4,1632401564
9,5,1631412764
3,7,1630503764
6,13,1631848364
1,1,1632751364
7,12,1630641764
0,2,1632138764
0,4,1631199164
1,7,1631023964
2,2,1631203964
3,13,1631275964
2,16,1630563764
0,1,1630313564
2,7,1630238564
0,2,1630204964
5,16,1630554164
4,10,1630651964
3,5,1632340964
3,1,1632618764
0,5,1632330764
5,16,1630537964
10,12,1631257364
3,11,1630654964
4,10,1630653164
3,4,1632104564
8,12,1631728364
2,6,1632472964
1,4,1631703164
2,7,1631515964
2,4,1631109764
0,0,1632737564
0,0,1632124964
1,1,1632642164
6,10,1632260564
1,1,1630171364
2,4,1630675364
2,2,1630677764
2,0,1630399964
2,5,1632753764
6,11,1630603964
1,1,1630170164
2,4,1632645164
1,1,1632229964
5,16,1632801164
13,8,1632355964
0,1,1630266764
1,0,1632228164
1,0,1632229364
0,1,1632406964
2,9,1632057164
3,11,1630965164
3,11,1630966364
0,12,1632588164
5,5,1631155964
6,15,1631570564
2,6,1630145564
1,4,1631017964
2,0,1631125964
13,8,1632361364
1,4,1632474764
4,10,1631825564
5,16,1630539164
0,5,1630742564
1,2,1631131364
2,3,1632083564
5,16,1630543364
5,16,1632796364
2,9,1631803364
5,15,1632266564
7,11,1630645364
2,10,1630962764
0,0,1631529764
9,4,1631221364
0,0,1630917764
8,2,1632412964
0,8,1631024564
0,13,1631776964
1,6,1631108564
5,10,1630473764
1,11,1630492964
2,12,1631827964
5,16,1632793964
6,8,1631311364
2,17,1630560764
5,16,1632272564
1,0,1632492164
5,11,1631265164
1,10,1632592964
4,2,1631540564
5,8,1630906964
2,4,1630366964
14,8,1631916764
3,5,1632341564
2,1,1632618164
2,5,1630591964
2,11,1631350964
4,7,1630131164
11,10,1632442964
5,7,1631308964
7,8,1630891964
11,6,1631424764
1,6,1630722764
2,3,1632505964
2,1,1630927364
6,8,1630858364
0,1,1632732164
5,16,1632799964
5,2,1630763564
1,1,1632750764
1,8,1631356364
1,8,1631461964
1,2,1632673364
0,3,1630776164
0,14,1631776364
0,13,1631783564
6,15,1631569964
0,3,1631182364
1,1,1632616964
4,4,1630377764
8,12,1631337164
10,11,1632456764
10,11,1632447164
0,5,1631046764
1,1,1632390164
2,4,1630366364
2,9,1631858564
3,16,1630562564
0,6,1632508364
5,5,1631160164
5,5,1631151764
0,8,1631816564
1,11,1630494164
1,10,1631806364
0,1,1630912964
10,11,1632444164
1,6,1630148564
3,8,1632310364
2,2,1631377964
3,9,1631500364
3,6,1630714364
13,8,1632367964
5,13,1632264164
0,0,1631118164
5,15,1631578964
13,8,1632352364
5,16,1632777764
3,10,1631983964
3,11,1631266963
1,16,1632012164
5,8,1630908164
4,2,1632657764
3,2,1632656564
3,8,1632532364
1,9,1631808164
9,10,1631322164
2,1,1631202764
13,8,1632358964
1,9,1631863964
1,6,1632061364
3,18,1632021764
8,12,1631974364
10,8,1631663564
7,12,1631344964
2,5,1631098964
5,16,1630537364
0,2,1632399164
1,3,1631036564
7,8,1630903364
13,8,1632352964
2,3,1630584764
0,10,1631790164
0,4,1630743764
6,9,1631555564
1,5,1632295964
1,6,1632157964
5,16,1632801764
4,3,1631365364
3,18,1632019964
8,4,1631215964
1,4,1630670564
0,8,1632561164
1,2,1632148364
1,1,1631176364
0,10,1632828164
2,2,1630390964
3,7,1630802564
3,9,1632548564
7,7,1630883564
5,16,1632802964
2,0,1630295564
1,1,1631523164
2,7,1631484164
8,7,1631556764
0,0,1632739364
4,11,1630968764
1,5,1632211964
7,12,1631330564
4,0,1632727364
1,0,1630299764
3,17,1632014564
1,5,1631703764
7,12,1631333564
13,8,1632366764
6,13,1630982564
2,1,1631208764
1,6,1632555764
1,2,1632496964
2,2,1630929764
0,15,1632007364
3,4,1632097964
1,5,1631794964
4,10,1632541364
5,16,1632786764
8,6,1630864964
5,8,1630827164
0,4,1630945964
4,1,1632631364
5,12,1630604563
0,0,1630162964
10,3,1631901764
2,2,1630352564
8,4,1631681564
1,7,1632239564
2,10,1632051764
7,13,1630615964
0,0,1630265564
0,2,1632423164
6,7,1631723564
1,5,1631705564
3,0,1632678164
0,4,1632216164
0,1,1630914164
5,16,1630551164
4,10,1632537164
1,7,1631471564
2,7,1631473964
0,11,1632567831
3,0,1630924364
6,13,1630978363
10,11,1632454364
0,0,1632123764
0,4,1632402764
4,6,1630714964
5,16,1632782564
5,7,1630816964
3,7,1630798364
10,12,1632168764
1,1,1630940564
2,4,1630231964
1,6,1631865164
11,9,1632346964
6,15,1631577164
3,4,1630749764
8,12,1631335964
6,12,1630620764
10,12,1631245364
7,8,1632161564
14,8,1631933564
3,11,1632261764
6,7,1632686564
5,8,1630857764
1,10,1631809364
2,5,1631053364
1,0,1631619164
4,3,1632661964
4,0,1630168964
1,1,1631452964
8,3,1630705364
7,8,1630900364
1,0,1630177364
5,6,1631056364
3,13,1630523564
4,16,1630528364
14,8,1631934764
2,0,1630923164
7,12,1631329964
5,13,1631833964
5,13,1631836964
3,10,1630448564
5,16,1630549964
9,12,1632192764
9,12,1632187964
3,5,1632253365
5,13,1631837564
1,6,1631013164
0,6,1631875364
5,13,1631840564
9,10,1631323964
3,0,1631623364
5,5,1631154764
3,11,1632574364
3,3,1632667364
2,7,1630831364
1,4,1631358164
1,16,1632043964
9,4,1631429564
6,7,1632687764
2,1,1630936364
2,7,1631022764
8,12,1631973764
6,13,1631847764
1,7,1632556964
1,6,1631106164
7,7,1630879964
5,16,1630534964
1,5,1631104418
8,8,1631659964
6,3,1631434364
2,1,1632069764
7,12,1631331764
6,13,1630986764
0,2,1630197764
5,15,1630527164
1,2,1630279364
5,10,1632162764
1,9,1630571564
0,2,1632423764
4,1,1631456564
4,1,1631389964
6,7,1631064164
3,4,1632107564
0,2,1630272164
3,14,1631773364
0,2,1630326164
7,13,1631731364
1,4,1631518964
1,14,1632050564
4,7,1631633564
1,4,1631050964
1,4,1632116564
3,6,1630950164
5,7,1630824164
13,8,1632350564
0,9,1631607764
2,7,1630734164
3,0,1630397563
2,8,1632315164
5,2,1630764764
4,4,1630369964
2,9,1631506964
1,11,1631602364
5,10,1630473164
9,12,1632196364
1,8,1632518564
5,5,1631153564
1,3,1630677164
9,12,1631757164
3,3,1632095622
0,0,1632123164
3,18,1632030764
5,16,1632287564
4,7,1630803164
6,8,1631068964
3,1,1631454764
1,17,1632044564
2,4,1630744364
6,3,1632467564
4,1,1630761764
9,12,1632194564
2,7,1630147964
6,12,1630635164
0,13,1631781164
5,5,1631154164
8,4,1631218964
9,8,1630850564
4,4,1630378964
11,6,1631427164
5,4,1631436164
1,1,1632230564
0,1,1630208564
2,3,1631371364
2,13,1631831564
5,16,1630558964
0,4,1630185164
2,7,1631481764
0,3,1630691564
3,1,1632623564
1,2,1631551364
1,4,1631640164
4,8,1632719564
1,0,1630298564
9,12,1632191564
1,10,1631605424
1,8,1631807564
1,6,1632514364
2,3,1630353164
2,13,1631272364
1,1,1630161764
3,0,1630925564
7,7,1630884164
2,1,1631170964
9,12,1632181964
8,4,1631362364
1,8,1630236764
5,16,1632279164
1,7,1631544764
1,6,1631107964
1,4,1632646964
2,1,1631537564
7,12,1630636964
1,0,1632145364
10,12,1631250164
1,4,1632481364
7,7,1630878764
0,10,1631032964
1,0,1630410764
2,9,1631810564
3,15,1631598219
5,13,1631844164
1,9,1630567364
0,2,1630164164
1,2,1630320764
0,3,1630182764
8,7,1631658764
7,7,1631447564
5,16,1632783764
5,11,1632163964
7,14,1632770564
3,0,1632676364
3,9,1631862164
5,8,1631722364
9,6,1631417564
2,0,1631620364
11,6,1631424164
1,4,1631190764
5,4,1630387364
1,13,1631775164
5,8,1630824764
0,4,1632210164
8,4,1631219564
9,12,1632189764
7,6,1630870964
3,4,1632103964
4,8,1631962364
0,7,1631800364
13,8,1632367364
1,4,1632596564
1,0,1632747764
5,7,1630823564
4,10,1632535964
4,7,1630129964
8,12,1630612964
7,14,1632768764
1,15,1632002564
1,8,1631863364
5,7,1630245164
5,16,1632802364
2,9,1631509964
2,7,1630730564
0,1,1631184164
9,11,1630610564
5,8,1632529364
1,12,1631281364
10,11,1632455564
5,5,1631958164
10,8,1631669564
9,11,1631259164
4,1,1632634364
4,17,1632041564
0,3,1631110364
8,6,1632435764
3,4,1631689964
0,0,1632738764
5,16,1632781364
1,3,1631191364
4,10,1632540164
1,0,1632489164
1,12,1632562364
7,11,1632202964
0,5,1630183964
10,11,1632448364
0,13,1631777564
6,13,1630984964
2,1,1630287164
3,11,1631826164
0,2,1630192363
4,4,1631713964
6,5,1632431564
5,16,1630551764
3,6,1632312165
5,3,1630754564
1,0,1632733964
7,12,1631329364
2,4,1632241364
13,8,1632354164
9,13,1632167564
1,0,1630405964
4,3,1630428164
5,10,1630249364
0,3,1630777364
1,0,1632387164
8,8,1631556164
6,7,1630127564
1,0,1630308764
12,8,1632348764
5,8,1630827764
4,9,1632534764
2,4,1631717564
3,3,1630712564
1,0,1630330964
1,5,1630594364
0,3,1632478964
0,3,1632118364
3,6,1631549564
3,3,1631626364
1,3,1630585364
6,8,1632693164
2,6,1632307964
1,2,1632070364
5,5,1631148764
1,0,1630176764
5,2,1632411764
11,10,1632442364
0,0,1632135164
8,12,1631345564
4,4,1630380164
3,12,1632813764
1,5,1632648764
8,5,1631410364
1,16,1632291164
3,7,1631477564
1,5,1632669764
2,7,1631463164
10,9,1632460364
1,0,1632743564
1,0,1631087564
0,0,1631532164
8,2,1631896964
9,12,1631337764
0,4,1631097764
5,15,1632265964
5,6,1631055764
1,4,1630671764
1,3,1632232964
7,13,1632166964
0,0,1630921364
9,12,1632190364
0,5,1632507764
6,13,1630977764
4,11,1631857364
2,9,1631487764
7,11,1630607019
4,6,1630794764
7,4,1631444564
1,10,1632054164
1,12,1632811364
0,4,1631047964
10,8,1631676164
5,16,1632288164
7,4,1631892164
3,3,1632090764
4,4,1630386164
1,1,1631640764
4,0,1631388164
5,15,1632267764
2,7,1630237364
0,4,1631020964
13,8,1632358364
5,16,1632779564
5,1,1632427964
12,7,1632373964
1,1,1632247964
0,0,1630315964
7,3,1631433164
2,4,1632318764
2,3,1632084164
5,10,1630461764
0,1,1632394364
1,4,1632610364
2,5,1630746164
1,15,1632004364
13,8,1631921564
0,1,1632732764
5,4,1631377364
10,12,1631247164
0,0,1632734565
2,16,1632013364
4,18,1632033164
1,0,1631533964
2,5,1630793564
3,5,1632255164
2,2,1632142364
2,1,1631379764
3,10,1631805164
2,0,1631621564
1,0,1632072164
6,13,1631342564
6,8,1632160964
8,10,1631263964
4,15,1632267164
9,12,1631765564
0,2,1630200764
1,1,1630350764
1,7,1630498364
3,1,1632636164
1,6,1631012564
3,7,1631476964
6,2,1630760564
1,6,1630578764
2,3,1630364564
1,5,1631550164
5,5,1631151344
5,15,1632774164
1,6,1630725764
3,2,1630344764
8,8,1632346364
0,0,1630695164
0,0,1632409364
9,5,1631225564
2,7,1630731764
1,11,1632835364
3,4,1630951964
7,1,1630703564
8,3,1630706564
5,14,1631593964
1,9,1632569564
1,5,1630788164
5,5,1631158364
4,5,1630372964
10,8,1631662964
3,1,1630683164
2,1,1632504163
2,9,1631860364
1,1,1632384764
6,7,1632685364
4,8,1631448764
2,0,1631643164
5,5,1631055164
1,7,1631081564
4,3,1631956964
1,1,1632421364
1,5,1631101964
4,7,1630510364
10,8,1631664764
1,10,1631813564
3,4,1632096764
2,13,1631975564
8,6,1631655764
2,0,1630393964
10,11,1632448964
5,10,1631989364
11,6,1631427764
6,7,1632344564
5,11,1632261164
1,8,1630577564
0,0,1630695764
4,8,1630140164
5,10,1630470164
5,8,1630825964
0,2,1630194164
2,5,1630668764
7,8,1630894364
3,14,1630522964
0,0,1631533364
10,11,1632457364
1,0,1632421964
5,15,1631590364
2,9,1630656764
2,11,1630514564
0,13,1631284364
4,8,1631963564
2,6,1631102564
3,3,1630357964
1,5,1631045564
0,5,1631304164
1,5,1630789964
9,10,1631323364
9,12,1632195764
9,12,1632184964
6,8,1631068364
0,10,1632561764
1,2,1632076364
0,0,1631207564
7,1,1630758764
7,14,1632769364
5,8,1632701564
1,0,1631523764
3,3,1630362764
8,10,1631727164
2,12,1630484564
3,4,1632060164
2,18,1632808364
9,12,1632197564
5,3,1631437364
0,1,1630333964
7,7,1630884764
2,12,1630485764
0,5,1632757364
9,11,1631326364
1,5,1632299564
2,18,1632016964
9,10,1631324564
7,5,1630866764
5,5,1631155364
1,4,1631035364
9,12,1631743964
1,5,1631704964
1,1,1630173164
3,3,1632666764
0,5,1631305964
3,8,1632582164
0,13,1631781764
0,1,1630944164
2,3,1630713164
3,8,1632057764
5,8,1632529964
1,4,1631794364
1,6,1630149764
3,8,1632582764
3,5,1630254764
10,12,1631257964
3,8,1631080364
1,2,1631191964
5,16,1630535565
2,9,1631489564
3,6,1630434164
5,16,1632269564
5,11,1630648964
5,16,1630534366
0,5,1631869964
3,6,1630956164
2,3,1632495764
1,0,1631454164
3,7,1631472164
0,0,1632132764
2,3,1630689764
3,4,1632235364
7,12,1631347364
0,5,1632304964
1,15,1632005564
4,10,1630459364
5,16,1630548764
3,9,1631505764
4,2,1632501764
3,5,1632235964
0,0,1630332164
1,2,1630839164
2,11,1631289764
9,6,1631418164
9,5,1631416964
12,8,1631911364
0,2,1632599564
5,11,1630648364
0,10,1631007764
1,1,1630173764
5,7,1630816364
5,16,1630530164
9,12,1632189164
4,8,1631079764
1,4,1631019764
5,16,1632792164
1,2,1632153164
2,2,1632336164
9,12,1632193964
2,17,1632809564
1,8,1631463764
0,2,1632424364
2,0,1630290764
1,6,1630725164
7,12,1631728964
1,11,1632052964
1,1,1631088764
6,6,1631953364
0,0,1632224564
2,7,1631475164
5,16,1630539764
0,0,1631682764
6,13,1630989164
3,6,1630598564
0,2,1630197164
3,4,1630749164
6,3,1630755164
2,4,1632481964
0,9,1632589964
2,0,1632675164
6,8,1632692565
5,7,1630822964
0,1,1630209164
9,3,1631431964
2,2,1631697764
5,15,1631588564
0,2,1630200164
0,1,1630217564
3,1,1630419764
2,1,1630935164
0,11,1631812364
4,10,1630456964
6,9,1632762164
6,13,1630978964
6,7,1630807364
5,15,1631578364
5,2,1630423364
2,6,1630720964
5,15,1631592764
1,0,1632742964
5,11,1631988164
1,10,1631514164
3,7,1630504364
1,1,1630258964
3,6,1630511564
5,16,1630528965
1,0,1631088164
4,14,1631772164
6,13,1630983764
2,5,1631039564
0,3,1631881364
9,5,1631413364
1,11,1631811764
5,10,1630450364
2,9,1631496764
3,5,1632379964
2,7,1630736564
1,2,1631698964
5,9,1630856564
2,4,1630232564
5,3,1631403164
1,1,1630678964
0,0,1632135764
10,11,1632451964
0,3,1632601964
1,1,1630407164
4,8,1632718364
1,3,1632333163
2,3,1632325364
5,16,1630540964
3,3,1631712764
5,16,1632276764
9,12,1631755964
3,9,1630440164
1,2,1632388964
1,3,1630783964
2,0,1631643764
6,9,1630855364
9,12,1631751164
5,8,1630906364
1,5,1632213164
13,8,1632360164
2,0,1631196764
10,10,1632439964
1,6,1630663964
9,10,1631253164
0,10,1631817764
3,6,1630910564
2,5,1630948364
1,5,1632213764
2,1,1630345364
4,8,1632710564
4,3,1632660764
0,3,1632606764
4,8,1632712364
14,7,1631942564
0,4,1632402164
5,16,1630532564
6,2,1630843964
2,6,1632158564
10,8,1631662364
6,3,1631890364
0,2,1630269764
4,1,1632502964
3,1,1631381564
13,8,1632351764
2,12,1630485164
1,6,1631043765
4,1,1632627164
9,12,1632169964
4,8,1632760964
2,10,1632826364
0,9,1631511764
2,2,1630286564
4,1,1632624164
3,8,1630241564
9,10,1631325164
9,9,1631946164
0,4,1630834964
3,3,1632667964
6,13,1631343164
13,8,1632369164
2,3,1632084831
9,6,1631421764
10,8,1632460964
5,16,1630538564
7,7,1631630564
11,10,1632441764
6,7,1631951564
0,1,1630220564
8,7,1630885364
0,2,1630205564
5,12,1632263564
5,16,1632789164
4,8,1632534164
4,4,1630378364
5,3,1631395364
8,3,1632415964
1,2,1632496364
1,1,1630679564
5,15,1630526564
1,5,1632328964
5,12,1630479764
9,12,1632195164
5,13,1631842964
5,16,1632778364
5,5,1631163164
5,3,1631364164
0,9,1632831764
1,3,1630783364
1,5,1630580564
3,5,1630253563
3,7,1630501364
0,0,1632730964
4,1,1632634964
13,8,1632366164
7,13,1632764564
3,1,1631213564
8,5,1630865564
0,1,1631091764
5,8,1632705164
2,6,1630144964
1,1,1632385364
10,9,1632459764
0,0,1632733364
3,18,1632015764
14,8,1631936564
2,0,1632748364
0,4,1631639564
3,4,1631690564
0,13,1631778164
6,4,1631435564
3,1,1631380364
0,5,1632238964
1,6,1630724564
0,6,1632307364
5,8,1632705764
4,1,1632629564
5,8,1632526964
7,7,1631062364
6,8,1632691963
14,8,1631940764
0,0,1630177964
4,11,1631266364
1,11,1632579764
5,3,1631396564
5,10,1632543164
6,15,1631571164
1,5,1630786964
2,2,1632643364
2,7,1630512764
2,9,1631502764
0,3,1630321964
0,2,1632615164
1,1,1630228364
3,0,1631212364
3,4,1632106364
1,5,1630668164
1,6,1630665164
4,4,1631359364
2,0,1631622164
2,1,1630289564
7,8,1630902164
5,16,1630533164
8,12,1631741564
